0.000000000000000000e+00 5.328151465410516652e-01
1.000000000000000000e+00 5.328151465410516652e-01
1.072267222010323318e+00 4.782320113670857631e-01
1.149756995397735793e+00 4.298941448366672691e-01
1.232846739442066131e+00 3.871710470979456975e-01
1.321941148466029059e+00 3.494986255761618477e-01
1.417474162926805281e+00 3.163724170913813638e-01
1.519911082952933645e+00 2.873394087181377343e-01
1.629750834620644184e+00 2.619888894418484493e-01
1.747528400007683835e+00 2.399426091150712037e-01
1.873817422860383886e+00 2.208460875727612238e-01
2.009233002565047332e+00 2.043605171589054637e-01
2.154434690031883814e+00 1.901573097136851076e-01
2.310129700083159765e+00 1.779154829522622272e-01
2.477076355991710610e+00 1.673147423022781910e-01
2.656087782946686460e+00 1.580674427774037827e-01
2.848035868435801810e+00 1.498781440122676778e-01
3.053855508833415389e+00 1.424813757528395064e-01
3.274549162877728570e+00 1.356348869392487999e-01
3.511191734215131088e+00 1.291502017739033503e-01
3.764935806792468309e+00 1.228553642594620854e-01
4.037017258596554470e+00 1.166274632069971562e-01
4.328761281083058243e+00 1.103836814726156246e-01
4.641588833612779297e+00 1.040788968174263251e-01
4.977023564332111683e+00 9.768809688679894188e-02
5.336699231206309513e+00 9.126394770138353263e-02
5.722367659350217295e+00 8.480444340967922823e-02
6.135907273413172547e+00 7.837423082802259799e-02
6.579332246575680720e+00 7.203216136388405910e-02
7.054802310718643277e+00 6.584004127287651498e-02
7.564633275546288615e+00 5.985819819205211167e-02
8.111308307896871739e+00 4.959211847161569542e-02
8.697490026177835176e+00 4.873667540243166452e-02
9.326033468832198636e+00 4.367901796434446593e-02
1.000000000000000000e+01 3.899332952967758670e-02
1.072267222010323096e+01 3.470138754175614709e-02
1.149756995397735615e+01 3.079858766391120953e-02
1.232846739442065953e+01 2.728603196053875496e-02
1.321941148466029325e+01 2.414976579808691265e-02
1.417474162926805548e+01 2.150171272503057299e-02
1.519911082952933867e+01 1.891771752655987959e-02
1.629750834620644184e+01 1.677045636214816518e-02
1.747528400007684013e+01 1.489670244187514363e-02
1.873817422860383886e+01 1.326902633504041876e-02
2.009233002565046888e+01 1.187117716687468606e-02
2.154434690031884614e+01 1.066701559750878568e-02
2.310129700083160387e+01 9.652210033758878982e-03
2.477076355991711409e+01 8.813952935407997485e-03
2.656087782946686815e+01 8.157808131418108066e-03
2.848035868435801987e+01 7.705580316020277723e-03
3.053855508833415655e+01 7.522526878789946927e-03
3.274549162877728037e+01 7.721385545689583678e-03
3.511191734215130822e+01 8.478168415797220775e-03
3.764935806792467332e+01 1.004424960696303874e-02
4.037017258596555536e+01 1.278885892517640788e-02
4.328761281083059487e+01 1.719751134594726255e-02
4.641588833612780007e+01 2.388275594503995458e-02
4.977023564332111505e+01 3.356035470944852828e-02
5.336699231206309690e+01 4.701745396587265341e-02
5.722367659350216940e+01 6.505030837302776259e-02
6.135907273413172902e+01 8.840232909740824985e-02
6.579332246575683030e+01 1.175750236191722559e-01
7.054802310718645231e+01 1.528047860643780009e-01
7.564633275546290747e+01 1.939435022669380726e-01
8.111308307896872805e+01 2.403903336098508203e-01
8.697490026177834466e+01 2.911581275739356656e-01
9.326033468832198992e+01 3.449260292516898585e-01
1.000000000000000000e+02 4.002081862453054639e-01
1.072267222010323167e+02 4.555114278598381694e-01
1.149756995397735579e+02 5.094568328800248569e-01
1.232846739442065882e+02 5.609109211676599482e-01
1.321941148466028721e+02 6.090299066610570522e-01
1.417474162926804695e+02 6.532841828289382979e-01
1.519911082952933157e+02 6.934031634471585770e-01
1.629750834620645037e+02 7.293544781846246217e-01
1.747528400007684866e+02 7.612577258484276577e-01
1.873817422860385022e+02 7.893547832297007627e-01
2.009233002565048025e+02 8.139508170451283942e-01
2.154434690031884543e+02 8.353858001114635723e-01
2.310129700083160458e+02 8.539965022023985330e-01
2.477076355991711409e+02 8.701194752513565778e-01
2.656087782946686957e+02 8.840623218622855051e-01
2.848035868435802058e+02 8.961014431484125575e-01
3.053855508833415797e+02 9.064900190760870613e-01
3.274549162877728463e+02 9.154568260446270811e-01
3.511191734215130964e+02 9.231888078414229870e-01
3.764935806792467474e+02 9.298598616675688433e-01
4.037017258596553688e+02 9.356157396845874441e-01
4.328761281083056929e+02 9.405857540354876090e-01
4.641588833612781855e+02 9.448785479727793701e-01
4.977023564332113779e+02 9.485834541350858240e-01
5.336699231206312106e+02 9.517901813540339262e-01
5.722367659350220492e+02 9.545611637528755855e-01
6.135907273413175744e+02 9.569585863666159042e-01
6.579332246575681893e+02 9.590311046414213836e-01
7.054802310718645231e+02 9.608313928853344787e-01
7.564633275546290179e+02 9.623881015782027593e-01
8.111308307896872520e+02 9.637347313050206310e-01
8.697490026177833897e+02 9.649027914029535413e-01
9.326033468832199560e+02 9.659202895434475522e-01
1.000000000000000000e+03 9.667950218107076443e-01
